,UHIMaximum T 2000,UHIMaximum T 2001,UHIMaximum T 2002,UHIMaximum T 2003,UHIMaximum T 2004,UHIMaximum T 2005,UHIMaximum T 2006,UHIMaximum T 2007,UHIMaximum T 2008,UHIMaximum T 2009,UHIMaximum T 2010,UHIMaximum T 2011,UHIMaximum T 2012,UHIMaximum T 2013,UHIMaximum T 2014,UHIMaximum T 2015,UHIMaximum T 2016,Mean
0,0.0,1.1111111111111143,0.5555555555555571,1.1111111111111107,2.2222222222222214,0.5555555555555571,0.5555555555555571,2.2222222222222285,1.6666666666666643,0.0,0.0,1.1111111111111143,0.5555555555555571,2.7777777777777786,0.5555555555555571,0.5555555555555536,0.0,0.9150326797385631
1,1.1111111111111143,-0.5555555555555571,0.0,2.222222222222225,2.2222222222222214,1.1111111111111072,1.1111111111111143,2.7777777777777786,1.1111111111111107,1.1111111111111107,0.5555555555555571,0.0,1.6666666666666643,2.2222222222222214,0.0,0.5555555555555536,-0.5555555555555571,0.980392156862745
2,1.6666666666666679,0.5555555555555536,0.0,1.1111111111111107,1.6666666666666643,1.1111111111111072,1.1111111111111072,1.1111111111111072,0.0,1.1111111111111143,0.5555555555555536,1.6666666666666679,1.6666666666666643,2.2222222222222214,0.5555555555555571,1.1111111111111072,0.5555555555555536,1.0457516339869268
3,1.1111111111111107,0.5555555555555571,1.1111111111111143,1.1111111111111107,1.6666666666666643,1.6666666666666643,0.0,1.1111111111111143,1.1111111111111107,1.6666666666666679,1.1111111111111072,1.6666666666666643,2.2222222222222285,0.5555555555555571,0.0,0.5555555555555571,0.5555555555555571,1.0457516339869286
4,1.1111111111111107,0.5555555555555536,1.1111111111111143,1.1111111111111107,0.5555555555555571,1.1111111111111143,0.5555555555555571,2.7777777777777786,0.5555555555555571,0.5555555555555571,0.5555555555555571,2.7777777777777786,1.6666666666666643,1.6666666666666643,-1.1111111111111107,0.5555555555555571,0.5555555555555571,0.9803921568627458
5,0.5555555555555536,2.2222222222222285,0.0,1.1111111111111107,0.5555555555555536,2.2222222222222214,1.1111111111111143,1.1111111111111143,0.0,0.5555555555555536,1.1111111111111107,0.5555555555555536,0.55555555555555,1.6666666666666679,0.5555555555555536,1.1111111111111107,0.5555555555555571,0.915032679738562
6,1.1111111111111072,1.6666666666666643,-0.5555555555555571,1.1111111111111107,0.0,1.6666666666666679,0.5555555555555571,0.0,1.1111111111111107,1.1111111111111107,1.1111111111111107,1.6666666666666714,1.6666666666666643,1.1111111111111107,-0.5555555555555571,1.1111111111111107,0.0,0.8169934640522872
7,1.6666666666666679,1.1111111111111072,-0.5555555555555536,1.1111111111111107,0.0,1.6666666666666643,-0.5555555555555571,2.2222222222222285,0.5555555555555571,1.1111111111111107,1.1111111111111107,1.6666666666666643,1.6666666666666679,2.7777777777777786,0.0,0.5555555555555571,-1.1111111111111107,0.8823529411764708
8,1.1111111111111107,1.6666666666666714,0.5555555555555571,1.6666666666666679,0.0,1.1111111111111107,1.1111111111111107,1.1111111111111143,1.1111111111111107,2.2222222222222214,0.5555555555555571,1.1111111111111072,1.1111111111111072,1.1111111111111143,0.0,0.0,1.6666666666666679,1.013071895424837
9,0.0,0.5555555555555571,-1.1111111111111107,1.1111111111111107,0.0,1.1111111111111107,1.6666666666666679,1.6666666666666643,1.6666666666666679,1.6666666666666714,0.55555555555555,1.1111111111111143,2.2222222222222214,1.6666666666666679,0.0,-0.5555555555555571,0.5555555555555571,0.8169934640522878
10,1.1111111111111107,0.0,-0.5555555555555571,1.1111111111111107,0.5555555555555571,-7.777777777777779,1.1111111111111107,1.6666666666666679,0.0,1.1111111111111107,0.0,1.6666666666666679,2.7777777777777786,1.1111111111111143,0.0,0.0,0.5555555555555571,0.2614379084967324
11,0.5555555555555571,0.5555555555555536,-1.6666666666666643,2.222222222222225,1.6666666666666643,2.2222222222222285,1.1111111111111107,2.2222222222222214,0.0,0.5555555555555571,0.5555555555555571,0.5555555555555571,2.222222222222225,0.5555555555555571,-0.5555555555555536,0.0,0.0,0.7516339869281057
12,0.0,0.5555555555555536,-1.1111111111111072,1.6666666666666679,0.5555555555555536,2.2222222222222214,1.1111111111111143,1.1111111111111072,0.5555555555555571,0.5555555555555536,0.0,2.2222222222222214,1.1111111111111107,1.6666666666666679,0.5555555555555536,0.5555555555555571,0.5555555555555571,0.8169934640522876
13,-0.5555555555555571,0.5555555555555571,-0.55555555555555,1.1111111111111143,2.2222222222222214,2.2222222222222214,1.6666666666666643,1.1111111111111107,0.5555555555555571,0.5555555555555536,0.0,1.1111111111111107,2.2222222222222214,1.1111111111111143,0.5555555555555571,-0.5555555555555536,0.0,0.7843137254901966
14,0.0,0.0,0.0,0.5555555555555571,2.2222222222222214,0.5555555555555571,1.6666666666666679,2.2222222222222214,-0.5555555555555536,1.1111111111111107,0.5555555555555571,0.0,1.1111111111111143,1.6666666666666679,0.0,0.0,0.0,0.6535947712418306
15,0.5555555555555571,1.1111111111111143,0.0,1.6666666666666679,1.1111111111111107,0.0,0.5555555555555536,2.2222222222222214,0.0,1.1111111111111143,1.6666666666666643,1.1111111111111143,1.6666666666666679,2.2222222222222214,0.5555555555555536,-0.5555555555555571,1.1111111111111143,0.947712418300654
16,0.5555555555555536,0.5555555555555536,0.0,0.5555555555555571,1.6666666666666643,1.6666666666666679,1.1111111111111107,1.6666666666666714,0.5555555555555571,1.6666666666666679,0.5555555555555571,0.5555555555555536,2.2222222222222214,1.6666666666666643,0.0,-1.6666666666666643,0.5555555555555571,0.8169934640522878
