,Maximum T 2000,Maximum T 2001,Maximum T 2002,Maximum T 2003,Maximum T 2004,Maximum T 2005,Maximum T 2006,Maximum T 2007,Maximum T 2008,Maximum T 2009,Maximum T 2010,Maximum T 2011,Maximum T 2012,Maximum T 2013,Maximum T 2014,Maximum T 2015,Maximum T 2016,Mean
37,27.22222222222222,28.88888888888889,27.77777777777778,,,29.444444444444443,27.22222222222222,,,,,,,,,,,28.111111111111107
38,27.22222222222222,28.33333333333333,,,,26.666666666666668,28.33333333333333,,,26.666666666666668,,,,,,,,27.444444444444446
39,,,,,,,30.55555555555556,,,27.77777777777778,,,,30.55555555555556,,,,29.629629629629633
40,,,,23.88888888888889,,,,,,28.33333333333333,27.22222222222222,,,,29.444444444444443,30.0,30.0,28.14814814814815
41,28.33333333333333,,26.666666666666668,,,,,,,29.444444444444443,,,,,,,,28.14814814814815
42,29.444444444444443,28.33333333333333,29.444444444444443,30.55555555555556,31.11111111111111,,,31.11111111111111,,,,,,27.22222222222222,,30.0,,29.65277777777778
43,26.666666666666668,28.33333333333333,28.33333333333333,28.88888888888889,28.88888888888889,,,31.666666666666668,,,,,,31.11111111111111,,28.88888888888889,,29.295570079883802
44,29.444444444444443,28.88888888888889,25.0,27.22222222222222,,30.55555555555556,,,29.444444444444443,30.0,,31.11111111111111,32.22222222222222,,,,,29.460784313725487
45,25.55555555555556,30.55555555555556,,28.33333333333333,28.88888888888889,,,,,,,32.22222222222222,,,,,,29.111111111111114
46,27.22222222222222,,,,29.444444444444443,28.88888888888889,,,,,,,,,27.77777777777778,27.22222222222222,,28.111111111111107
47,29.444444444444443,,,30.0,,,,,,,,,,,27.77777777777778,27.77777777777778,,28.75
48,,25.55555555555556,,,22.77777777777778,,,,,29.444444444444443,,,,,28.33333333333333,,,26.52777777777778
49,26.11111111111111,27.22222222222222,,31.11111111111111,30.55555555555556,,,,,29.444444444444443,,,,,27.22222222222222,,,28.611111111111114
50,26.666666666666668,28.33333333333333,,30.0,,,,,,29.444444444444443,,,26.11111111111111,,27.77777777777778,,,28.055555555555554
51,29.444444444444443,28.88888888888889,,,,,,30.55555555555556,,28.88888888888889,,,22.77777777777778,,27.77777777777778,,,28.055555555555557
52,28.88888888888889,28.88888888888889,,,,,,31.666666666666668,,,,,28.88888888888889,,30.55555555555556,,,29.77777777777778
53,26.666666666666668,,,28.88888888888889,30.55555555555556,,28.88888888888889,30.0,30.55555555555556,28.88888888888889,,,,,,28.88888888888889,,29.166666666666664
54,23.33333333333333,,28.33333333333333,28.33333333333333,26.666666666666668,,,,28.88888888888889,,,,,30.55555555555556,27.22222222222222,,,27.619047619047617
55,25.55555555555556,,27.77777777777778,,25.55555555555556,,,,,,,,,27.22222222222222,28.88888888888889,,,27.0
56,21.666666666666668,,23.33333333333333,,28.33333333333333,,,,,,,,,31.666666666666668,,,,26.25
57,26.666666666666668,26.666666666666668,29.444444444444443,,31.666666666666668,,,,,,,,,31.11111111111111,,,,29.111111111111107
58,28.33333333333333,26.666666666666668,,27.77777777777778,29.444444444444443,28.88888888888889,,,,,,,,,,,,28.222222222222218
59,28.33333333333333,22.22222222222222,,28.33333333333333,30.55555555555556,28.33333333333333,,31.11111111111111,,,,,,30.0,25.0,,,28.311546840958606
60,28.88888888888889,27.22222222222222,,27.77777777777778,,29.444444444444443,,32.22222222222222,,,28.88888888888889,,,30.0,27.22222222222222,,,28.958333333333336
61,,27.77777777777778,,27.77777777777778,,28.33333333333333,,,29.444444444444443,,30.0,,,30.0,,,,28.888888888888886
62,,19.444444444444443,,20.55555555555556,28.33333333333333,26.11111111111111,,,30.0,23.88888888888889,,,28.88888888888889,,23.88888888888889,,,25.59549745824255
63,,24.444444444444443,,22.77777777777778,28.33333333333333,20.0,29.444444444444443,,26.666666666666668,,,,25.0,31.666666666666668,27.77777777777778,19.444444444444443,26.11111111111111,25.800653594771237
64,27.22222222222222,22.22222222222222,26.11111111111111,18.33333333333333,26.11111111111111,17.77777777777778,23.88888888888889,25.0,27.77777777777778,28.33333333333333,,27.77777777777778,28.33333333333333,28.33333333333333,,17.77777777777778,25.0,24.71609477124183
65,23.33333333333333,25.0,28.33333333333333,15.555555555555555,23.33333333333333,25.0,26.11111111111111,31.11111111111111,30.0,18.33333333333333,,28.88888888888889,25.0,26.666666666666668,,18.88888888888889,27.77777777777778,24.938725490196077
66,21.666666666666668,27.77777777777778,,23.88888888888889,16.666666666666668,,23.88888888888889,30.0,27.22222222222222,17.77777777777778,,28.88888888888889,22.77777777777778,27.77777777777778,26.666666666666668,22.77777777777778,30.0,24.921568627450984
67,17.77777777777778,26.666666666666668,,24.444444444444443,21.11111111111111,,26.666666666666668,26.11111111111111,27.77777777777778,25.55555555555556,,,26.666666666666668,25.0,26.11111111111111,26.666666666666668,,25.201106083459024
68,26.11111111111111,25.0,23.33333333333333,21.666666666666668,27.22222222222222,,27.22222222222222,31.11111111111111,,27.77777777777778,25.55555555555556,,28.88888888888889,23.33333333333333,28.33333333333333,25.0,,26.318860877684408
69,28.88888888888889,27.77777777777778,23.88888888888889,20.0,30.0,,28.33333333333333,,,30.0,26.11111111111111,,31.11111111111111,28.88888888888889,28.88888888888889,,23.33333333333333,27.443438914027148
70,,28.33333333333333,30.0,27.77777777777778,,,28.33333333333333,,,,21.666666666666668,,,28.33333333333333,28.33333333333333,30.0,27.22222222222222,28.08169934640523
71,,28.88888888888889,,27.77777777777778,,,22.22222222222222,27.77777777777778,,27.22222222222222,,,,27.22222222222222,29.444444444444443,29.444444444444443,27.22222222222222,27.76470588235294
72,,,,30.0,25.0,,24.444444444444443,31.11111111111111,,25.55555555555556,28.88888888888889,,,30.55555555555556,27.22222222222222,,,28.188090050835147
73,,,,,25.55555555555556,,23.88888888888889,,,31.11111111111111,,,26.666666666666668,,22.77777777777778,,,26.0
74,21.11111111111111,,26.11111111111111,30.0,23.88888888888889,,28.88888888888889,30.55555555555556,,29.444444444444443,,26.666666666666668,28.33333333333333,,26.666666666666668,,26.666666666666668,27.27941176470588
75,20.55555555555556,,19.444444444444443,,31.666666666666668,,24.444444444444443,22.22222222222222,,27.77777777777778,,25.0,28.88888888888889,27.77777777777778,24.444444444444443,,27.22222222222222,25.61002178649238
76,29.444444444444443,29.444444444444443,26.11111111111111,27.77777777777778,,,28.88888888888889,24.444444444444443,,28.33333333333333,27.22222222222222,30.0,29.444444444444443,30.0,28.33333333333333,,25.55555555555556,28.13958916900093
77,30.0,26.666666666666668,27.22222222222222,28.88888888888889,,28.88888888888889,,30.0,,23.33333333333333,26.666666666666668,28.88888888888889,29.444444444444443,31.11111111111111,,,25.0,28.092006033182503
78,,,28.33333333333333,18.88888888888889,,26.11111111111111,,,26.11111111111111,19.444444444444443,,,25.55555555555556,,,29.444444444444443,27.77777777777778,25.660856935366738
79,,,28.88888888888889,25.0,,28.33333333333333,,,26.666666666666668,27.22222222222222,,31.666666666666668,23.88888888888889,28.33333333333333,,30.0,28.88888888888889,28.089720736779565
80,23.88888888888889,,28.88888888888889,26.666666666666668,29.444444444444443,23.88888888888889,,,25.0,28.88888888888889,,31.11111111111111,,27.22222222222222,28.33333333333333,30.0,,27.747821350762532
81,28.33333333333333,,28.88888888888889,21.11111111111111,25.55555555555556,23.88888888888889,,31.11111111111111,29.444444444444443,,,27.77777777777778,,28.88888888888889,28.33333333333333,,,27.549019607843135
82,29.444444444444443,,28.88888888888889,23.33333333333333,28.33333333333333,28.88888888888889,,,,27.22222222222222,,,,28.88888888888889,23.33333333333333,,,27.636165577342044
83,,,,25.55555555555556,,,,29.444444444444443,,30.0,,,,,27.22222222222222,,28.33333333333333,28.111111111111107
84,31.11111111111111,25.55555555555556,,,26.666666666666668,28.33333333333333,,30.0,,29.444444444444443,,,,30.0,28.33333333333333,,28.33333333333333,28.87254901960784
85,,27.22222222222222,,,31.666666666666668,,,32.22222222222222,28.88888888888889,,,,,,29.444444444444443,29.444444444444443,26.666666666666668,29.365079365079367
86,,28.88888888888889,,,31.11111111111111,,25.55555555555556,,,,,30.55555555555556,,,,28.33333333333333,28.88888888888889,28.88888888888889
87,,,,,28.88888888888889,,27.77777777777778,,,,,31.11111111111111,28.33333333333333,,,26.11111111111111,28.88888888888889,28.518518518518515
88,31.11111111111111,,,,28.88888888888889,28.33333333333333,29.444444444444443,,,29.444444444444443,,28.33333333333333,,30.55555555555556,27.77777777777778,22.77777777777778,,28.518518518518515
89,26.11111111111111,,,27.77777777777778,29.444444444444443,,,,,28.33333333333333,,,,,28.88888888888889,25.55555555555556,28.88888888888889,27.857142857142858
90,27.22222222222222,,,,27.77777777777778,30.55555555555556,,25.55555555555556,,30.55555555555556,,,,,30.0,28.33333333333333,27.77777777777778,28.75
91,28.33333333333333,,,,30.55555555555556,,29.444444444444443,29.444444444444443,29.444444444444443,,28.88888888888889,,,,,,29.444444444444443,29.365079365079364
