,Mean T 2000,Mean T 2001,Mean T 2002,Mean T 2003,Mean T 2004,Mean T 2005,Mean T 2006,Mean T 2007,Mean T 2008,Mean T 2009,Mean T 2010,Mean T 2011,Mean T 2012,Mean T 2013,Mean T 2014,Mean T 2015,Mean T 2016,Mean
0,26.11111111111111,22.77777777777778,28.333333333333332,25.0,25.555555555555557,25.0,31.666666666666668,26.11111111111111,27.22222222222222,24.166666666666668,24.72222222222222,29.444444444444443,26.38888888888889,22.77777777777778,23.88888888888889,25.555555555555557,26.11111111111111,25.931372549019606
1,25.555555555555557,22.77777777777778,29.444444444444443,26.11111111111111,26.666666666666668,26.944444444444443,31.666666666666668,27.22222222222222,25.27777777777778,23.88888888888889,25.0,28.333333333333332,26.38888888888889,24.444444444444443,21.666666666666668,25.0,26.11111111111111,26.029411764705884
2,25.0,24.444444444444443,27.22222222222222,26.666666666666668,26.11111111111111,27.77777777777778,31.666666666666668,28.61111111111111,23.333333333333332,24.72222222222222,26.666666666666668,26.38888888888889,27.5,22.22222222222222,22.22222222222222,26.11111111111111,24.444444444444443,25.947712418300654
3,23.88888888888889,25.555555555555557,27.22222222222222,25.555555555555557,26.666666666666668,28.88888888888889,27.77777777777778,28.61111111111111,23.055555555555557,25.0,28.61111111111111,23.88888888888889,29.166666666666668,22.22222222222222,22.22222222222222,26.666666666666668,23.333333333333332,25.784313725490193
4,21.666666666666668,26.11111111111111,29.444444444444443,24.444444444444443,22.77777777777778,29.166666666666668,25.555555555555557,26.38888888888889,24.444444444444443,24.72222222222222,28.61111111111111,23.88888888888889,30.0,20.555555555555557,23.88888888888889,25.0,23.88888888888889,25.326797385620914
5,20.0,27.77777777777778,23.333333333333332,23.333333333333332,17.77777777777778,25.833333333333332,25.0,28.055555555555557,27.5,21.38888888888889,26.11111111111111,26.11111111111111,28.055555555555557,20.555555555555557,22.77777777777778,23.333333333333332,27.22222222222222,24.362745098039216
6,28.333333333333332,28.88888888888889,20.555555555555557,22.77777777777778,17.77777777777778,25.27777777777778,28.055555555555557,29.444444444444443,24.166666666666668,21.38888888888889,22.77777777777778,28.88888888888889,25.833333333333332,22.77777777777778,23.333333333333332,23.333333333333332,26.666666666666668,24.72222222222222
7,26.666666666666668,30.555555555555557,21.11111111111111,25.0,20.0,26.11111111111111,27.22222222222222,32.77777777777778,22.22222222222222,23.055555555555557,24.444444444444443,28.055555555555557,26.666666666666668,25.0,22.22222222222222,23.333333333333332,24.444444444444443,25.228758169934643
8,27.22222222222222,30.555555555555557,21.666666666666668,24.444444444444443,22.22222222222222,22.22222222222222,23.61111111111111,28.61111111111111,21.11111111111111,27.77777777777778,26.944444444444443,27.22222222222222,27.22222222222222,26.666666666666668,22.77777777777778,23.333333333333332,22.77777777777778,25.081699346405227
9,26.666666666666668,30.555555555555557,23.88888888888889,25.0,24.444444444444443,25.555555555555557,23.055555555555557,26.666666666666668,21.944444444444443,27.77777777777778,30.0,26.38888888888889,25.555555555555557,26.11111111111111,23.88888888888889,22.77777777777778,27.22222222222222,25.735294117647058
10,25.0,27.22222222222222,25.555555555555557,24.444444444444443,25.555555555555557,26.666666666666668,22.5,22.77777777777778,20.27777777777778,26.38888888888889,29.444444444444443,24.166666666666668,25.555555555555557,24.444444444444443,23.333333333333332,24.444444444444443,30.0,25.163398692810457
11,23.333333333333332,25.555555555555557,28.333333333333332,25.0,23.88888888888889,28.61111111111111,21.11111111111111,24.72222222222222,22.22222222222222,26.38888888888889,25.555555555555557,23.88888888888889,24.72222222222222,25.555555555555557,22.22222222222222,23.88888888888889,29.444444444444443,24.96732026143791
12,21.666666666666668,24.444444444444443,30.0,26.666666666666668,23.333333333333332,29.72222222222222,21.11111111111111,26.666666666666668,22.5,24.444444444444443,23.61111111111111,22.22222222222222,24.72222222222222,25.555555555555557,24.444444444444443,22.77777777777778,30.0,24.934640522875817
13,22.22222222222222,23.333333333333332,30.555555555555557,26.666666666666668,20.0,29.166666666666668,24.444444444444443,23.055555555555557,22.5,24.166666666666668,23.055555555555557,23.61111111111111,25.27777777777778,21.666666666666668,21.11111111111111,22.22222222222222,31.666666666666668,24.395424836601308
14,23.88888888888889,23.88888888888889,29.444444444444443,27.22222222222222,21.666666666666668,27.22222222222222,26.944444444444443,24.72222222222222,22.22222222222222,24.444444444444443,23.333333333333332,23.88888888888889,24.72222222222222,19.444444444444443,20.0,24.444444444444443,26.666666666666668,24.362745098039216
15,24.444444444444443,23.333333333333332,30.0,25.555555555555557,23.333333333333332,22.77777777777778,25.0,26.666666666666668,22.5,25.0,27.22222222222222,24.166666666666668,24.72222222222222,19.444444444444443,20.555555555555557,25.0,26.666666666666668,24.49346405228758
16,20.555555555555557,25.555555555555557,30.0,24.444444444444443,21.666666666666668,24.444444444444443,25.0,28.88888888888889,23.333333333333332,25.27777777777778,27.5,25.0,25.555555555555557,20.0,23.333333333333332,26.11111111111111,28.333333333333332,25.0
17,18.88888888888889,22.77777777777778,30.0,24.444444444444443,23.88888888888889,24.166666666666668,23.333333333333332,21.944444444444443,25.0,27.5,23.333333333333332,25.833333333333332,23.333333333333332,21.666666666666668,22.77777777777778,25.555555555555557,26.11111111111111,24.15032679738562
18,20.555555555555557,22.77777777777778,28.88888888888889,23.333333333333332,26.11111111111111,22.5,25.833333333333332,19.72222222222222,26.666666666666668,26.38888888888889,25.27777777777778,24.444444444444443,20.27777777777778,20.555555555555557,23.88888888888889,26.11111111111111,26.666666666666668,24.117647058823533
