T_Local,Ws_26_5m,Ta_26_5m,P_mean_26_5m,Rh_26_5m,e_26_5m,Hs_26_5m,Le_26_5m,Ustar_26_5m,Fco2_26_5m,CO2_26_5m,DR_26_5m,UR_26_5m,DLR_26_5m,ULR_26_5m,Rn_26_5m,Rns_26_5m,Rnl_26_5m,Alb_26_5m,Wd_26_5m
5/1/13 0:00,0.912772,19.33,100.755432,45.54,1.021,-27.517319,5.928101,0.138958,1.158247,922.567078,-3.3,3.962,334.6,410.9,-83.5,-7.262,-76.25,,314.6906
5/1/13 0:30,2.190144,18.29,100.837532,40.05,0.842,-7.939303,28.50632,0.514932,,820.758606,-4.68,1.927,329.4,408.6,-85.8,-6.607,-79.23,,47.96988
5/1/13 1:00,2.565188,18,100.838661,29.89,0.617,-14.886886,51.084539,0.494374,0.285282,800.401794,-4.918,1.625,324.9,406.7,-88.4,-6.543,-81.8,,68.0463
5/1/13 1:30,1.568203,17.69,100.788338,28.82,0.583,-7.814323,15.004649,0.247321,0.295778,791.702759,-5.262,2.081,322.5,404.5,-89.3,-7.343,-82,,65.33572
5/1/13 2:00,0.916822,17.52,100.784203,29.44,0.589,0.293626,12.243701,0.167332,0.338007,792.892822,-4.812,3.081,320,402.3,-90.2,-7.892,-82.3,,101.6215
5/1/13 2:30,0.800221,17.32,100.774719,29.51,0.583,-2.089864,15.145191,0.164173,0.207248,790.42218,-4.751,3.641,318.3,400.6,-90.7,-8.39,-82.3,,91.48779
5/1/13 3:00,0.916484,17.23,100.754959,29.07,0.571,-0.62268,20.400108,0.213796,0.295197,794.508728,-4.594,3.553,318.6,399.6,-89.2,-8.15,-81,,104.5213
5/1/13 3:30,1.157193,17.05,100.750229,29.73,0.577,-2.146483,17.866341,0.148457,0.212146,799.904053,-4.396,2.882,318.2,398.8,-87.8,-7.278,-80.5,,107.6495
5/1/13 4:00,1.592075,17.06,100.749794,28.65,0.557,-6.326665,26.219377,0.206839,0.498024,794.413147,-4.103,3.173,317.6,398.1,-87.8,-7.276,-80.5,,115.6885
5/1/13 4:30,1.278606,16.98,100.744026,28.37,0.549,-2.584961,7.434581,0.124745,0.130869,791.650146,-4.671,2.731,317.2,397.5,-87.7,-7.402,-80.3,,114.7022
5/1/13 5:00,0.493054,16.69,100.749985,29.9,0.568,-2.737742,8.617576,0.089426,0.140864,800.399292,-4.507,3.737,315.6,395.5,-88.1,-8.24,-79.88,,99.59863
5/1/13 5:30,0.839435,16.63,100.751678,29.51,0.558,-2.880759,6.770251,0.107437,0.107545,799.8479,-1.459,4.091,314.7,394.5,-85.3,-5.55,-79.74,,73.11264
5/1/13 6:00,0.588657,16.55,100.771805,29.39,0.553,-0.281301,2.006315,0.113919,0.019655,799.100708,23.82,7.608,314.4,394.9,-64.27,16.21,-80.5,0.375,62.62741
5/1/13 6:30,0.227904,16.94,100.835663,31.08,0.6,3.57486,34.395246,0.091386,0.563128,815.608459,77.5,14.96,315.2,397.6,-19.85,62.54,-82.4,0.199,162.9104
5/1/13 7:00,0.647168,17.25,100.84185,30.22,0.595,-8.27597,51.843314,0.110505,1.043624,812.01709,153.2,23.61,317.5,404.2,42.86,129.6,-86.7,0.155,170.6063
5/1/13 7:30,0.896739,17.73,100.867874,26.52,0.538,-4.894366,50.62878,0.139798,0.784731,791.98114,240.4,35.48,320.8,413.4,112.3,204.9,-92.6,0.148,112.9508
5/1/13 8:00,1.338786,17.97,100.875305,24.82,0.511,-6.100223,29.852812,0.106596,0.501139,783.827759,347.1,49.13,323.1,421.6,199.5,297.9,-98.4,0.141,125.7498
5/1/13 8:30,1.104098,18.78,100.881584,23.7,0.513,70.474968,52.080847,0.2934,0.415117,775.281738,444.5,59.53,327.6,431.7,280.8,384.9,-104.1,0.134,123.3639
5/1/13 9:00,1.528732,19.27,100.912315,23.62,0.528,85.834844,54.301162,0.232138,0.427511,773.918884,532.1,68.07,332.1,440.5,355.7,464,-108.3,0.128,122.5789
5/1/13 9:30,2.132532,19.98,100.941162,23.59,0.551,145.387244,56.453069,0.420251,0.506955,771.690491,632,78.07,334.8,449.1,439.6,553.9,-114.3,0.124,105.067
5/1/13 10:00,1.985171,20.46,100.95356,23.07,0.554,163.048482,34.028767,0.435866,0.28973,763.502136,712.6,84,337.7,457.8,508.5,628.6,-120.1,0.118,104.0498
5/1/13 10:30,2.121425,21.02,100.935524,21.11,0.525,166.771281,68.612314,0.307818,0.6049,757.488525,785.8,87.8,340.4,467.2,571.2,698,-126.8,0.112,126.1266
5/1/13 11:00,1.944607,21.61,100.907669,21.54,0.556,165.795106,24.216656,0.445028,0.409143,753.606445,830,84.8,344.8,475.3,614.6,745.1,-130.5,0.102,49.04865
5/1/13 11:30,2.019535,22.07,100.881828,21.72,0.577,187.583017,25.807368,0.575401,0.615886,749.638062,866,81.9,347.9,481.9,649.9,783.9,-134,0.095,43.54611
5/1/13 12:00,1.773344,22.58,100.854919,22.29,0.61,182.158023,-89.693356,0.789705,-0.263765,747.851135,879,81.6,350.5,486.7,661.6,797.8,-136.1,0.093,104.3821
5/1/13 12:30,1.914696,22.66,100.783531,22.91,0.63,163.9836,31.151464,0.279421,0.335288,745.184998,876,82.3,353,490.6,656.1,793.7,-137.6,0.094,161.9004
5/1/13 13:00,1.782872,23.12,100.750969,22.92,0.648,280.112414,56.635741,0.537125,0.234916,744.985229,859,81.3,355.3,493.4,639.5,777.7,-138.2,0.095,146.3012
5/1/13 13:30,1.664044,23.57,100.733795,22.9,0.666,201.246724,59.288382,0.346938,-0.125689,742.098389,823,80.7,358.8,495.6,605,741.8,-136.8,0.098,102.536
5/1/13 14:00,1.181071,24.08,100.688118,22.77,0.683,200.817644,-3.406661,0.47297,0.246759,741.092224,773.6,76.04,360.7,497,561.3,697.6,-136.2,0.098,110.6648
5/1/13 14:30,2.042337,23.9,100.639709,23.55,0.698,99.85606,26.447861,0.314897,0.132643,742.561646,703.5,69.07,361.1,493.1,502.4,634.4,-132,0.098,119.3567
5/1/13 15:00,1.498868,24.55,100.594429,23.37,0.721,201.701638,66.08211,0.359743,0.850409,743.243774,637.1,61.29,363,493.4,445.4,575.8,-130.4,0.096,116.6143
5/1/13 15:30,2.3787,24.42,100.534592,24.02,0.735,110.687009,33.589589,0.410528,0.642556,745.337646,529.9,54.86,360.7,486,349.8,475,-125.2,0.105,103.1496
5/1/13 16:00,1.978954,24.58,100.527252,24.33,0.752,118.139646,36.199062,0.391705,0.578353,746.61554,458.3,47.43,361.1,482.2,289.8,410.9,-121,0.103,123.705
5/1/13 16:30,2.517536,24.42,100.506592,24.72,0.756,136.654176,48.960807,0.50216,0.893022,745.887268,362.7,39.26,359.4,475.4,207.5,323.4,-115.9,0.109,132.882
5/1/13 17:00,1.847964,24.32,100.502205,25.21,0.767,63.237751,33.358685,0.359473,0.647819,746.928528,259,30.7,358,468.7,117.6,228.3,-110.7,0.119,141.7548
5/1/13 17:30,2.38596,24.15,100.499962,26.32,0.792,18.053743,55.70875,0.446263,1.609136,755.004517,156.8,19.7,356.5,461.3,32.35,137.1,-104.8,0.126,72.1398
5/1/13 18:00,2.89401,23.51,100.504822,28.26,0.818,47.172538,34.482538,0.676876,1.048,762.864807,86.1,12.29,352.7,452,-25.5,73.81,-99.3,0.145,49.50583
5/1/13 18:30,2.459262,22.92,100.527252,29.25,0.818,37.239148,27.298881,0.507603,0.709508,766.029419,24.89,5.337,348.8,444.8,-76.47,19.56,-96,0.254,51.14423
5/1/13 19:00,2.651954,22.27,100.584106,30.37,0.816,16.569663,14.285753,0.479335,0.12422,770.072205,-1.342,2.327,346.3,438.6,-96,-3.669,-92.3,,61.95126
5/1/13 19:30,3.169945,21.67,100.597763,31.98,0.828,9.921284,10.935228,0.448487,0.629285,771.500366,-5.424,1.597,342.9,433.8,-98,-7.021,-91,,65.88022
5/1/13 20:00,2.560736,21.08,100.614143,34.12,0.852,5.58253,5.269089,0.325752,0.099085,783.933838,-5.605,1.731,340.1,429.8,-97.1,-7.336,-89.7,,63.60681
5/1/13 20:30,1.478269,20.75,100.624962,35.16,0.86,-1.410245,18.10182,0.314364,0.641326,785.295715,-5.505,2.605,338.8,426.9,-96.2,-8.11,-88.1,,90.76996
5/1/13 21:00,1.629885,20.44,100.652084,35.58,0.854,2.476104,10.309516,0.344176,0.460302,774.668701,-5.585,2.439,337.5,424.5,-95,-8.02,-87,,89.27271
5/1/13 21:30,1.512722,19.99,100.663338,36.59,0.855,7.413013,10.885113,0.264412,0.394514,771.671753,-5.501,2.497,336,421.8,-93.9,-7.997,-85.9,,79.9924
5/1/13 22:00,1.546038,19.7,100.713882,37.02,0.849,9.646192,8.633033,0.354796,0.608582,767.185547,-5.254,2.487,334.2,419.7,-93.2,-7.741,-85.4,,87.61258
5/1/13 22:30,2.270838,19.15,100.720268,39.45,0.874,-7.542426,24.816812,0.615366,0.831549,759.147095,-5.134,1.86,333.9,417,-90.1,-6.994,-83.1,,87.74619
5/1/13 23:00,2.503037,18.18,100.726006,43.65,0.911,59.530074,14.839032,0.559089,0.700545,760.370667,-4.655,1.473,337.8,413.5,-81.8,-6.128,-75.7,,103.0246
5/1/13 23:30,2.246088,17.78,100.722923,43.58,0.887,18.973937,23.246241,0.522835,0.511879,759.791809,-4.449,1.859,335.2,411,-82.1,-6.307,-75.8,,100.1203
5/2/13 0:00,2.79626,17.58,100.739731,41.37,0.831,23.619268,72.581473,0.504482,0.466512,758.472656,-4.301,1.741,332,409.4,-83.4,-6.042,-77.35,,100.1165
5/2/13 0:30,3.070876,17.38,100.747482,37.34,0.741,13.77106,18.535693,0.422579,0.190879,762.248901,-4.264,1.535,330.2,407.7,-83.3,-5.799,-77.49,,101.2999
5/2/13 1:00,3.266169,17.08,100.74247,33.61,0.654,29.974973,89.158402,0.60434,-0.19557,772.354553,-3.774,1.403,337.3,406.8,-74.67,-5.176,-69.5,,103.8888
5/2/13 1:30,3.405638,16.96,100.740906,30.78,0.595,13.739462,19.634857,0.447394,0.329939,780.589233,-3.628,1.376,336.1,405.7,-74.59,-5.004,-69.59,,105.1367
5/2/13 2:00,2.573808,16.84,100.733711,31.6,0.606,8.821398,12.059651,0.39326,0.224073,781.939026,-3.532,1.49,340.5,405.1,-69.62,-5.022,-64.6,,105.2316
5/2/13 2:30,2.390471,16.7,100.72007,32.37,0.615,10.187197,0.180515,0.325977,0.035654,787.975403,-3.82,1.643,335.2,403.6,-73.92,-5.463,-68.45,,105.023
5/2/13 3:00,1.850617,16.38,100.663689,36.02,0.67,25.023047,-26.582707,0.338145,-0.116143,795.234192,-4.286,1.787,330.2,401.5,-77.43,-6.073,-71.36,,102.1234
5/2/13 3:30,2.479151,16.05,100.659927,38.66,0.705,7.240017,15.958417,0.444181,0.161783,798.82373,-3.75,1.612,331.8,400.1,-73.64,-5.362,-68.28,,103.0526
5/2/13 4:00,2.064205,15.98,100.711845,39.08,0.709,10.554602,22.849057,0.475452,0.260889,791.306458,-3.769,1.761,333.7,399.6,-71.37,-5.53,-65.84,,98.1745
5/2/13 4:30,2.046071,15.86,100.680588,41.23,0.742,8.174314,26.326872,0.470382,0.227952,790.627563,-3.857,1.718,331,398.5,-73.08,-5.575,-67.5,,97.04889
5/2/13 5:00,1.776797,15.78,100.714157,43.33,0.776,-0.452777,9.475222,0.288597,0.133242,792.9729,-3.875,1.926,330.7,397.6,-72.72,-5.8,-66.92,,101.8182
5/2/13 5:30,1.984629,15.65,100.722321,44.69,0.794,4.263267,17.889708,0.394063,0.27142,790.687866,-0.712,2.182,330.4,396.9,-69.44,-2.894,-66.54,,101.4576
5/2/13 6:00,2.536316,15.72,100.739006,42.87,0.765,4.39722,21.426954,0.443933,0.375105,785.812927,23.12,5.356,325.6,397.2,-53.83,17.77,-71.6,0.253,101.089
5/2/13 6:30,2.073267,15.94,100.747856,42.38,0.767,15.246641,21.18272,0.43707,0.407208,787.086609,76.01,12.38,324.8,399.5,-11.03,63.62,-74.65,0.165,100.1711
5/2/13 7:00,2.560722,16.17,100.765083,42.34,0.778,21.24081,31.095073,0.42816,0.636796,788.504395,148.6,21.86,328.3,404.2,50.73,126.7,-75.98,0.147,107.0215
5/2/13 7:30,2.731391,16.56,100.772652,42.91,0.808,45.774505,28.682933,0.46654,0.805553,792.611633,210.7,29.43,335.1,409.7,106.6,181.2,-74.64,0.14,109.3255
5/2/13 8:00,2.608429,16.95,100.830444,44.78,0.865,48.575774,34.370111,0.317926,0.751411,787.295593,264.6,34.59,341.6,414.7,156.9,230,-73.09,0.131,130.2694
5/2/13 8:30,4.117764,16.77,100.83857,47.33,0.903,95.312841,50.17055,0.509572,1.124134,780.393677,350.9,45.8,339.8,418,226.8,305.1,-78.29,0.13,132.5894
5/2/13 9:00,3.415887,17.35,100.840401,45.68,0.904,87.955707,53.741337,0.519418,1.085394,779.947632,486.8,63.42,339.1,426.4,336.1,423.4,-87.3,0.13,114.441
5/2/13 9:30,2.859044,18.28,100.799294,43.47,0.913,172.192685,41.959289,0.534574,1.331661,774.98175,575.9,72.08,346.2,438,412,503.8,-91.8,0.125,122.8607
5/2/13 10:00,3.135175,18.91,100.786018,42.47,0.928,198.811999,85.49285,0.600493,1.335773,767.784058,592.2,70.37,349.4,443.1,428.2,521.9,-93.7,0.119,118.4985
5/2/13 10:30,3.612983,19.65,100.765266,40.56,0.928,117.395363,43.669812,0.531002,0.715112,758.838379,710,81,351.3,453.1,527.3,629,-101.7,0.114,108.8418
5/2/13 11:00,2.89413,20.4,100.759033,38.54,0.923,287.135883,68.984877,0.51099,1.324438,752.954041,764.1,82.7,355.5,461.8,575.1,681.4,-106.3,0.108,139.7524
5/2/13 11:30,2.85374,21.08,100.750343,36.08,0.901,145.576384,23.633831,0.549864,0.614022,748.567139,787.7,79.59,360.1,469,599.1,708.1,-108.9,0.101,126.2814
5/2/13 12:00,2.821999,21.73,100.723991,35.21,0.915,300.770048,49.222359,0.751442,1.46747,747.290405,791.5,78.61,364.3,474.5,602.7,712.9,-110.2,0.099,138.9305
5/2/13 12:30,2.836726,22.33,100.661804,34.87,0.94,156.438556,18.848442,0.607746,0.976724,745.073364,765.7,75.26,371,479.1,582.4,690.5,-108.1,0.098,126.0604
5/2/13 13:00,2.758681,22.75,100.633499,34.78,0.962,184.859492,30.328127,0.659141,0.641438,744.412415,742.1,74.77,373.2,480.8,559.7,667.3,-107.6,0.101,119.1895
5/2/13 13:30,2.454611,23.17,100.627129,34.25,0.972,166.194228,64.353648,0.544814,0.898796,744.272217,713.9,74.23,374.5,482.3,531.8,639.7,-107.9,0.104,134.057
5/2/13 14:00,2.247367,23.4,100.598938,33.93,0.976,139.765946,11.115434,0.418458,0.282555,742.344543,711.3,72.26,373.5,485.3,527.1,639,-111.9,0.102,109.5141
5/2/13 14:30,2.470115,23.79,100.536629,34.5,1.016,161.554296,48.003637,0.369886,0.59142,742.90509,678.1,68.4,374.6,486.1,498.2,609.7,-111.5,0.101,118.9744
5/2/13 15:00,2.0349,24.16,100.509811,35.08,1.057,181.987485,50.380142,0.567296,0.785575,743.645569,578.2,57.72,376.8,484.7,412.5,520.5,-108,0.1,102.1311
5/2/13 15:30,2.537849,24.06,100.499634,35.97,1.077,127.691009,24.9472,0.502221,1.334116,746.006409,400.3,43.05,380,476.1,261.2,357.2,-96.1,0.108,116.0007
5/2/13 16:00,2.68606,24.04,100.498901,36.54,1.093,78.142733,35.456266,0.38835,0.583209,746.569214,387.3,42,378.2,472.3,251.3,345.3,-94,0.108,106.1343
5/2/13 16:30,2.82668,23.99,100.468376,37.26,1.11,134.699904,23.52205,0.663303,0.761107,748.892029,328.6,36,372.5,468.3,196.8,292.6,-95.8,0.11,94.57822
5/2/13 17:00,3.164184,23.62,100.444107,38.51,1.123,65.937108,37.603057,0.639095,0.970151,751.902527,226.9,26.84,373.5,461,112.5,200,-87.5,0.118,104.9946
5/2/13 17:30,3.922582,23.2,100.466492,38.61,1.098,80.61542,40.271036,0.606159,1.396504,750.837646,148.2,18.55,369.4,454.1,44.98,129.6,-84.7,0.126,104.5895
5/2/13 18:00,3.647089,22.86,100.467484,38.11,1.061,69.669979,38.36693,0.712723,1.688284,750.620422,85.7,11.65,366.6,447.9,-7.344,74.03,-81.4,0.136,104.4628
5/2/13 18:30,3.516324,22.55,100.474403,38.12,1.042,35.136245,19.014633,0.523773,0.748355,760.149414,35.34,6.063,367,443.1,-46.76,29.28,-76.04,0.18,104.2649
5/2/13 19:00,3.044234,22.26,100.497658,38.72,1.039,31.064725,16.392302,0.548891,0.469659,780.862976,1.273,2.071,363.1,438.5,-76.22,-0.798,-75.42,,103.5518
5/2/13 19:30,3.532895,21.88,100.499733,38.66,1.014,7.94662,11.45989,0.496147,1.124247,775.425842,-4.223,1.452,356.2,434.4,-83.9,-5.675,-78.25,,111.5868
5/2/13 20:00,3.333565,21.5,100.509216,38.58,0.989,13.818474,18.833002,0.453355,1.176419,770.713501,-4.307,1.57,353.2,431.4,-84.1,-5.877,-78.18,,110.6786
5/2/13 20:30,2.609669,21.25,100.588493,39.04,0.985,7.26198,16.299732,0.460178,0.967955,779.21405,-4.094,1.689,359.9,429.8,-75.7,-5.783,-69.92,,105.597
5/2/13 21:00,2.690197,20.92,100.599091,39.16,0.969,0.990914,15.757187,0.454224,0.677537,787.10376,-4.182,1.504,355.9,427.5,-77.33,-5.686,-71.64,,101.2127
5/2/13 21:30,2.971948,20.47,100.610664,41.72,1.004,8.466704,15.294133,0.498717,0.70611,780.182556,-4.506,1.577,346.1,424.1,-84.1,-6.083,-78.02,,102.6586
5/2/13 22:00,3.150325,20.18,100.594513,42.26,0.999,4.322099,23.255892,0.559282,0.935705,781.820313,-4.35,1.602,343.6,421.9,-84.2,-5.952,-78.26,,104.4196
5/2/13 22:30,2.904119,20.07,100.594749,41.58,0.976,1.76359,28.222228,0.48085,0.862467,780.143372,-4.379,1.77,342.2,420.5,-84.4,-6.149,-78.29,,110.1983
5/2/13 23:00,3.654141,19.94,100.614372,42.19,0.982,9.214041,-10.207828,0.532583,0.814516,776.045654,-4.179,1.529,341.9,419.3,-83.1,-5.708,-77.42,,115.247
5/2/13 23:30,3.51962,19.27,100.611481,46.54,1.039,-17.612496,35.623113,0.482846,0.382417,785.556641,-4.391,1.243,339.2,416.3,-82.7,-5.635,-77.08,,113.0594
5/3/13 0:00,3.31917,18.83,100.593033,52.33,1.137,18.38085,-28.511495,0.492735,0.420985,779.588013,-4.32,1.485,336.8,413.8,-82.8,-5.805,-77.03,,112.0261
5/3/13 0:30,3.416195,18.34,100.558929,57.01,1.201,15.158909,-2.581365,0.520658,0.382169,783.419189,-4.348,1.366,334.4,411.3,-82.6,-5.714,-76.93,,113.6828
5/3/13 1:00,3.102919,17.84,100.548843,60.88,1.243,-0.135805,14.197276,0.522293,0.442595,791.99469,-4.363,1.419,331.8,408.7,-82.7,-5.782,-76.89,,118.3557
5/3/13 1:30,2.479175,17.49,100.542969,62.74,1.253,17.173573,10.292818,0.412194,0.264268,795.156311,-4.39,1.754,331.1,406.8,-81.9,-6.144,-75.73,,114.3179
5/3/13 2:00,2.839156,17.1,100.534988,63.02,1.228,9.968718,4.58958,0.433827,0.317534,793.898865,-4.065,1.588,329.5,404.8,-80.9,-5.653,-75.28,,112.1459
5/3/13 2:30,2.311343,16.93,100.535767,62.53,1.206,3.881692,8.907409,0.326267,0.178547,797.510681,-4.013,1.837,331.4,403.7,-78.14,-5.85,-72.29,,116.8323
5/3/13 3:00,2.246801,16.61,100.559235,62.2,1.175,15.388921,34.432032,0.3065,0.445026,796.726257,-3.839,1.75,331.9,402.3,-76,-5.589,-70.41,,127.7576
5/3/13 3:30,2.706287,16.44,100.53553,58.55,1.094,10.729613,42.270242,0.362843,0.448757,786.971741,-3.606,1.674,332,401.4,-74.61,-5.28,-69.33,,111.5155
5/3/13 4:00,1.931225,16.36,100.534187,58.44,1.086,12.251935,30.678853,0.347443,0.30152,789.887451,-4.067,1.849,329,400.2,-77.1,-5.917,-71.19,,97.26953
5/3/13 4:30,1.667835,16.09,100.534607,57.75,1.056,11.984985,30.926916,0.345386,0.154411,793.016541,-3.999,2.064,328.7,398.8,-76.12,-6.063,-70.06,,102.8439
5/3/13 5:00,2.143964,15.94,100.525902,56.32,1.02,4.926671,10.269426,0.307265,0.200818,797.285583,-3.471,1.817,332.1,398.2,-71.47,-5.288,-66.18,,102.4652
5/3/13 5:30,1.60539,15.84,100.586487,57.27,1.03,1.589348,12.514276,0.253026,0.183386,799.486572,-0.595,2.371,330.3,397.4,-70.07,-2.966,-67.1,0.255,99.9082
5/3/13 6:00,1.454577,15.51,100.595695,60.26,1.061,14.727461,-1.108767,0.340039,0.06033,796.234863,22.06,5.648,325.7,396.3,-54.18,16.41,-70.59,0.286,78.08777
5/3/13 6:30,1.447772,15.64,100.62011,60.27,1.071,19.197076,17.811827,0.305209,0.194405,796.148926,76.88,13,328.2,398.8,-6.664,63.87,-70.54,0.174,87.93829
5/3/13 7:00,2.369825,15.91,100.624878,60.4,1.091,6.173102,3.55351,0.351011,0.20249,796.285034,148.2,21.28,332.2,403.7,55.43,127,-71.53,0.143,106.9317
5/3/13 7:30,3.101366,16.32,100.625252,60.13,1.115,36.853125,23.290302,0.409598,0.858184,801.206543,224.2,32.26,333.8,408.6,117,191.9,-74.87,0.144,114.2312
5/3/13 8:00,3.130328,17.14,100.632217,58.3,1.139,56.94102,21.197436,0.387499,1.053244,798.660217,269.8,36.32,340.7,415.5,158.8,233.5,-74.77,0.135,118.5657
5/3/13 8:30,2.956399,17.73,100.642715,57.27,1.161,90.253118,9.565061,0.440629,1.456965,788.131531,329.6,42.24,348.6,422,213.9,287.3,-73.39,0.128,130.0271
5/3/13 9:00,2.398827,18.07,100.658859,59.83,1.24,79.932659,11.277312,0.355332,0.707657,786.266296,395.2,49.81,352.1,427.3,270.2,345.4,-75.23,0.126,137.1371
5/3/13 9:30,3.133561,18.88,100.659775,56.44,1.23,86.961595,80.4389,0.455733,1.470471,778.295776,440.8,53.85,355.7,434.7,307.9,386.9,-79.04,0.122,127.298
5/3/13 10:00,2.715877,19.44,100.711983,54.83,1.238,141.490094,83.383722,0.593922,1.177163,773.73822,471,55.98,357.7,439.2,333.6,415.1,-81.5,0.119,136.6992
5/3/13 10:30,3.521204,20.05,100.713211,53.88,1.263,107.207793,49.773945,0.479171,1.055519,765.508728,573.5,66.69,361.6,446.9,421.5,506.8,-85.3,0.116,127.4546
5/3/13 11:00,2.866936,21.24,100.71534,48.25,1.217,125.905438,34.508488,0.475334,0.85368,759.935547,729.9,79.14,366.2,460.7,556.2,650.7,-94.5,0.109,128.8721
5/3/13 11:30,2.379372,22.12,100.661362,46.24,1.231,155.857251,40.234956,0.469672,1.019485,755.548401,729,74.47,371.2,469.9,555.8,654.5,-98.7,0.102,146.3226
5/3/13 12:00,2.532566,22.58,100.658714,45.74,1.253,108.677106,13.821098,0.331794,0.431297,749.504822,653.5,68.3,377.4,471.6,491.1,585.2,-94.1,0.105,114.4756
5/3/13 12:30,2.035914,23.43,100.633865,44.09,1.27,195.253268,47.639267,0.327936,0.833311,746.788147,653.1,67.72,382.2,477.3,490.2,585.4,-95.1,0.104,142.4339
5/3/13 13:00,2.192661,24.45,100.625084,38.52,1.18,173.967931,157.657521,0.656544,1.235807,738.31366,648.9,65.35,386.1,484.4,485.3,583.6,-98.3,0.101,168.1686
5/3/13 13:30,2.368342,24.76,100.617516,36.68,1.145,166.641174,62.772258,0.660265,0.838246,735.668701,549.4,57.74,387.5,481.3,397.8,491.6,-93.8,0.105,168.999
5/3/13 14:00,1.714063,25.14,100.598198,37.09,1.184,129.134836,56.984057,0.338364,0.748156,737.650024,645.5,65.28,386.2,487.2,479.2,580.2,-101,0.101,144.1362
5/3/13 14:30,1.73542,25.56,100.53688,36.56,1.197,134.968725,62.76227,0.542045,1.020564,736.799377,533.9,54.15,389.1,487.7,381.2,479.8,-98.6,0.101,159.7246
5/3/13 15:00,1.558582,25.89,100.511551,36.05,1.204,78.455366,-7.967156,0.400689,0.446403,739.220215,436.2,44.85,392.2,484.9,298.7,391.3,-92.6,0.103,132.6272
5/3/13 15:30,1.38189,26.3,100.501869,34.04,1.164,64.11598,114.126082,0.402313,0.830598,734.752747,393.2,41.24,392.4,484.7,259.7,352,-92.3,0.105,154.6811
5/3/13 16:00,1.564892,26.66,100.500183,30.21,1.055,40.474853,-4.916213,0.179914,0.241425,733.638245,318.6,34.01,391.4,482,194,284.6,-90.6,0.107,238.4973
5/3/13 16:30,1.06523,26.87,100.499763,30.5,1.079,74.432885,32.597734,0.484668,0.641275,738.453796,253.2,27.63,392,478.6,138.9,225.6,-86.7,0.109,198.4547
5/3/13 17:00,0.960753,26.88,100.500008,30.39,1.075,52.526848,1.017132,0.231467,0.563544,738.324036,215.6,23.84,389.2,476.2,104.7,191.8,-87.1,0.11,257.282
5/3/13 17:30,1.023211,26.7,100.500038,31.02,1.086,18.206125,8.729834,0.183359,0.675255,739.693542,145,18.07,386.5,470.5,42.91,126.9,-84,0.125,175.9505
5/3/13 18:00,1.008838,26.7,100.500023,30.73,1.076,16.576588,18.592494,0.1364,0.328416,747.593689,109.6,14.26,383.9,467.1,12.11,95.3,-83.2,0.131,197.7358
5/3/13 18:30,1.278299,26.25,100.517914,33.99,1.159,9.497069,-45.380109,0.268794,1.024566,759.32074,39.94,7.024,378.3,460.1,-48.84,32.91,-81.7,0.187,156.5386
5/3/13 19:00,1.64155,25.64,100.58699,38.13,1.255,11.123145,-9.610693,0.214415,0.734575,771.970886,1.134,2.713,373,453.2,-81.8,-1.579,-80.2,,139.1114
5/3/13 19:30,2.4806,24.7,100.615807,44.81,1.393,21.913287,-43.048474,0.256225,1.212765,766.436523,-4.795,1.593,370.2,447.5,-83.7,-6.388,-77.34,,122.7694
5/3/13 20:00,2.999281,23.44,100.624733,51.3,1.48,-29.432254,-13.225412,0.411942,1.359672,765.930054,-4.592,1.232,364,441.3,-83.1,-5.824,-77.31,,125.1571
5/3/13 20:30,1.740913,22.83,100.709091,52.23,1.451,-1.669815,9.064635,0.391337,1.518041,779.55896,-4.973,2.068,360.2,437.2,-84,-7.041,-77,,109.3719
5/3/13 21:00,1.735374,22.22,100.716515,53.72,1.439,3.884606,3.856003,0.195608,0.254172,783.615662,-4.855,1.901,358.8,433.7,-81.7,-6.756,-74.94,,71.51727
5/3/13 21:30,1.327255,21.82,100.740578,53.59,1.401,-2.934233,11.792127,0.139032,0.247933,778.132019,-4.555,2.287,358.4,431.3,-79.73,-6.842,-72.89,,81.53995
5/3/13 22:00,1.347055,21.59,100.743111,53.83,1.387,4.315349,7.372338,0.183039,-0.036079,793.44812,-4.333,2.312,358,429.3,-77.88,-6.645,-71.24,,79.06476
5/3/13 22:30,1.349127,21.29,100.749557,53.96,1.366,-7.366756,-4.080069,0.172404,0.116377,797.47168,-4.106,2.363,357.8,427.5,-76.19,-6.469,-69.72,,94.93915
5/3/13 23:00,1.021219,21.16,100.751106,53.16,1.334,-1.448109,3.478512,0.086433,0.180932,805.018799,-4.027,2.87,357,426,-75.96,-6.897,-69.06,,109.6236
5/3/13 23:30,1.094353,20.85,100.756424,53.24,1.311,-0.574306,2.075523,0.105695,-0.089248,810.154724,-3.949,2.302,357.2,424.4,-73.42,-6.251,-67.17,,68.93756
5/4/13 0:00,0.832074,20.64,100.776733,52.19,1.269,4.004609,17.363472,0.144389,0.414946,806.291443,-3.903,2.806,356.2,422.9,-73.32,-6.709,-66.61,,60.9259
5/4/13 0:30,1.127957,20.25,100.786598,51.01,1.211,-5.436878,16.997616,0.225801,0.461735,792.278198,-4.02,2.694,355.3,421.2,-72.57,-6.714,-65.85,,18.64218
