2000,1,1,35,46,24
2000,1,2,52,68,35
2000,1,3,62,68,56
2000,1,4,58,70,46
2000,1,5,37,46,27
2000,1,6,35,47,22
2000,1,7,39,53,24
2000,1,8,33,44,22
2000,1,9,42,47,36
2000,1,10,47,52,42
2000,1,11,46,54,38
2000,1,12,41,50,31
2000,1,13,44,59,28
2000,1,14,26,31,20
2000,1,15,26,34,17
2000,1,16,44,59,29
2000,1,17,23,29,16
2000,1,18,17,22,11
2000,1,19,26,38,14
2000,1,20,28,32,23
2000,1,21,17,23,11
2000,1,22,16,22,9
2000,1,23,25,28,21
2000,1,24,33,39,27
2000,1,25,28,32,24
2000,1,26,26,32,19
2000,1,27,18,24,11
2000,1,28,20,30,9
2000,1,29,23,37,8
2000,1,30,19,30,7
2000,1,31,30,37,23
2000,2,1,27,36,17
2000,2,2,24,32,16
2000,2,3,24,37,11
2000,2,4,31,36,25
2000,2,5,33,38,27
2000,2,6,31,37,25
2000,2,7,35,47,22
2000,2,8,28,37,18
2000,2,9,32,49,14
2000,2,10,39,52,26
2000,2,11,47,57,36
2000,2,12,29,37,21
2000,2,13,27,35,19
2000,2,14,48,61,34
2000,2,15,35,44,26
2000,2,16,46,63,29
2000,2,17,36,41,30
2000,2,18,32,34,29
2000,2,19,42,50,33
2000,2,20,39,46,31
2000,2,21,38,47,29
2000,2,22,41,54,27
2000,2,23,44,59,28
2000,2,24,52,70,34
2000,2,25,60,79,40
2000,2,26,44,46,42
2000,2,27,52,61,43
2000,2,28,48,56,40
2000,2,29,47,62,31
2000,3,1,46,61,31
2000,3,2,47,56,38
2000,3,3,43,53,33
2000,3,4,43,56,29
2000,3,5,52,66,38
2000,3,6,45,58,31
2000,3,7,50,70,29
2000,3,8,68,83,52
2000,3,9,61,78,43
2000,3,10,59,69,49
2000,3,11,53,56,49
2000,3,12,42,50,33
2000,3,13,38,49,27
2000,3,14,44,58,29
2000,3,15,54,70,38
2000,3,16,62,71,53
2000,3,17,46,61,30
2000,3,18,33,40,25
2000,3,19,39,45,32
2000,3,20,44,49,38
2000,3,21,41,42,40
2000,3,22,45,48,41
2000,3,23,50,63,37
2000,3,24,53,67,39
2000,3,25,58,72,44
2000,3,26,52,65,39
2000,3,27,50,67,33
2000,3,28,52,59,44
2000,3,29,48,58,38
2000,3,30,47,62,32
2000,3,31,45,59,30
2000,4,1,50,69,31
2000,4,2,56,68,43
2000,4,3,67,75,59
2000,4,4,55,68,42
2000,4,5,45,54,36
2000,4,6,61,79,42
2000,4,7,59,72,45
2000,4,8,59,78,39
2000,4,9,42,52,32
2000,4,10,51,63,38
2000,4,11,52,57,47
2000,4,12,45,54,36
2000,4,13,41,50,32
2000,4,14,47,60,33
2000,4,15,56,60,51
2000,4,16,69,80,58
2000,4,17,55,64,46
2000,4,18,46,47,44
2000,4,19,56,66,46
2000,4,20,56,67,44
2000,4,21,57,63,51
2000,4,22,52,57,47
2000,4,23,51,56,45
2000,4,24,55,67,42
2000,4,25,48,55,40
2000,4,26,46,55,36
2000,4,27,48,51,45
2000,4,28,54,60,47
