,Minimum T 2000,Minimum T 2001,Minimum T 2002,Minimum T 2003,Minimum T 2004,Minimum T 2005,Minimum T 2006,Minimum T 2007,Minimum T 2008,Minimum T 2009,Minimum T 2010,Minimum T 2011,Minimum T 2012,Minimum T 2013,Minimum T 2014,Minimum T 2015,Minimum T 2016,Mean
0,21.666666666666668,15.555555555555555,21.11111111111111,22.77777777777778,22.77777777777778,20.0,25.55555555555556,18.33333333333333,21.666666666666668,18.88888888888889,20.55555555555556,21.666666666666668,21.666666666666668,19.444444444444443,18.88888888888889,19.444444444444443,21.666666666666668,20.686274509803923
1,21.666666666666668,15.0,21.666666666666668,22.77777777777778,22.77777777777778,20.55555555555556,26.11111111111111,19.444444444444443,20.55555555555556,20.55555555555556,21.666666666666668,21.11111111111111,20.55555555555556,18.33333333333333,18.33333333333333,17.77777777777778,22.77777777777778,20.686274509803923
2,21.11111111111111,18.33333333333333,20.0,23.33333333333333,21.11111111111111,22.22222222222222,25.55555555555556,21.666666666666668,17.22222222222222,20.0,22.77777777777778,23.33333333333333,21.666666666666668,18.88888888888889,18.33333333333333,17.77777777777778,20.55555555555556,20.81699346405229
3,19.444444444444443,21.666666666666668,20.55555555555556,22.77777777777778,20.55555555555556,22.77777777777778,21.666666666666668,20.55555555555556,16.11111111111111,18.88888888888889,23.88888888888889,21.11111111111111,24.444444444444443,16.666666666666668,16.11111111111111,19.444444444444443,17.77777777777778,20.261437908496735
4,16.11111111111111,20.55555555555556,23.88888888888889,20.0,20.55555555555556,23.33333333333333,18.33333333333333,22.22222222222222,19.444444444444443,20.0,23.33333333333333,18.33333333333333,24.444444444444443,13.333333333333334,17.22222222222222,18.33333333333333,19.444444444444443,19.93464052287582
5,16.11111111111111,21.666666666666668,19.444444444444443,18.33333333333333,12.77777777777778,21.666666666666668,17.77777777777778,22.22222222222222,21.666666666666668,17.22222222222222,20.55555555555556,20.55555555555556,22.77777777777778,18.33333333333333,17.77777777777778,18.88888888888889,22.77777777777778,19.444444444444443
6,22.77777777777778,22.22222222222222,13.88888888888889,20.0,11.666666666666666,21.666666666666668,21.11111111111111,22.77777777777778,18.33333333333333,15.0,15.555555555555555,23.88888888888889,21.11111111111111,20.0,17.77777777777778,20.0,19.444444444444443,19.248366013071898
7,21.666666666666668,24.444444444444443,13.333333333333334,21.11111111111111,12.22222222222222,21.666666666666668,22.77777777777778,26.666666666666668,16.11111111111111,17.77777777777778,17.22222222222222,23.33333333333333,21.666666666666668,21.666666666666668,15.0,17.22222222222222,18.33333333333333,19.542483660130717
8,22.22222222222222,23.88888888888889,13.88888888888889,21.666666666666668,13.88888888888889,20.55555555555556,17.22222222222222,22.77777777777778,15.0,22.22222222222222,20.0,21.11111111111111,21.11111111111111,23.88888888888889,15.555555555555555,17.77777777777778,16.666666666666668,19.379084967320264
9,21.666666666666668,23.88888888888889,15.0,21.11111111111111,18.88888888888889,21.11111111111111,20.0,20.55555555555556,15.0,21.11111111111111,23.88888888888889,20.55555555555556,21.11111111111111,20.55555555555556,17.22222222222222,20.0,23.88888888888889,20.326797385620917
10,20.0,22.77777777777778,17.77777777777778,21.11111111111111,20.55555555555556,20.55555555555556,17.22222222222222,16.11111111111111,14.444444444444445,21.11111111111111,23.33333333333333,18.33333333333333,20.55555555555556,20.0,16.11111111111111,21.666666666666668,25.0,19.803921568627448
11,18.88888888888889,22.77777777777778,19.444444444444443,20.0,20.0,23.33333333333333,14.444444444444445,16.11111111111111,15.555555555555555,21.666666666666668,21.666666666666668,16.666666666666668,20.0,20.55555555555556,19.444444444444443,17.77777777777778,26.11111111111111,19.673202614379086
12,18.88888888888889,19.444444444444443,22.22222222222222,22.77777777777778,19.444444444444443,25.0,12.77777777777778,20.0,15.0,20.0,21.11111111111111,17.22222222222222,18.33333333333333,22.22222222222222,17.22222222222222,16.11111111111111,25.0,19.575163398692812
