,Maximum T 2000,Maximum T 2001,Maximum T 2002,Maximum T 2003,Maximum T 2004,Maximum T 2005,Maximum T 2006,Maximum T 2007,Maximum T 2008,Maximum T 2009,Maximum T 2010,Maximum T 2011,Maximum T 2012,Maximum T 2013,Maximum T 2014,Maximum T 2015,Maximum T 2016,Mean
0,,,35.55555555555556,,,,37.77777777777778,33.888888888888886,32.77777777777778,,,37.22222222222222,31.11111111111111,,,31.666666666666668,31.666666666666668,33.63834422657952
1,,,36.66666666666666,,,33.333333333333336,37.22222222222222,35.0,,,,35.55555555555556,32.22222222222222,30.55555555555556,,31.666666666666668,30.55555555555556,33.41503267973856
2,,30.55555555555556,33.888888888888886,,30.55555555555556,33.333333333333336,37.77777777777778,35.55555555555556,,,30.55555555555556,,33.333333333333336,,,32.77777777777778,,32.91830065359478
3,,,33.888888888888886,,32.22222222222222,35.0,33.888888888888886,36.66666666666666,,31.11111111111111,33.333333333333336,,33.888888888888886,,,32.77777777777778,,33.40196078431372
4,,31.666666666666668,34.44444444444444,,,35.0,32.77777777777778,30.55555555555556,,,33.888888888888886,,35.55555555555556,,31.666666666666668,31.11111111111111,,32.72222222222222
5,,33.888888888888886,,,,,32.22222222222222,33.888888888888886,33.333333333333336,,31.666666666666668,31.666666666666668,33.333333333333336,,,,32.22222222222222,32.77777777777778
6,33.333333333333336,35.55555555555556,,,,,35.0,36.11111111111112,,,,33.888888888888886,30.55555555555556,,,,31.666666666666668,33.27614379084967
7,31.11111111111111,36.11111111111112,,,,30.55555555555556,31.666666666666668,38.888888888888886,,,31.666666666666668,32.77777777777778,31.666666666666668,,,,31.666666666666668,32.696078431372555
8,31.666666666666668,36.66666666666666,,,,,,34.44444444444444,,33.333333333333336,33.888888888888886,33.333333333333336,33.333333333333336,32.22222222222222,,,,33.29339143064633
9,31.11111111111111,36.66666666666666,32.22222222222222,,,,,32.77777777777778,,34.44444444444444,36.11111111111112,32.22222222222222,,,,,33.888888888888886,33.3841684822077
10,,31.11111111111111,33.333333333333336,,,32.77777777777778,,,,31.666666666666668,35.55555555555556,,30.55555555555556,,,31.666666666666668,35.55555555555556,32.54175744371823
11,,,36.66666666666666,,,33.888888888888886,,33.333333333333336,,31.11111111111111,,31.11111111111111,,32.22222222222222,,,35.55555555555556,33.02696078431373
12,,,37.22222222222222,,,34.44444444444444,,33.333333333333336,,,,,31.11111111111111,,,,36.66666666666666,34.55555555555556
13,,,36.66666666666666,32.22222222222222,,34.44444444444444,32.22222222222222,30.55555555555556,,,,,,,,31.11111111111111,36.66666666666666,33.41269841269841
14,,,34.44444444444444,32.77777777777778,,31.11111111111111,31.11111111111111,33.333333333333336,,,,,,,,31.666666666666668,33.888888888888886,32.61904761904762
15,31.11111111111111,,35.0,31.11111111111111,,,31.666666666666668,32.22222222222222,,32.22222222222222,32.77777777777778,,31.11111111111111,,,33.333333333333336,34.44444444444444,32.326203208556144
16,,30.55555555555556,35.0,,,,31.11111111111111,34.44444444444444,31.11111111111111,31.666666666666668,32.22222222222222,31.666666666666668,33.333333333333336,,30.55555555555556,35.0,32.77777777777778,32.34539969834088
17,,,35.55555555555556,,,,,,32.77777777777778,33.888888888888886,,31.666666666666668,,,,31.11111111111111,31.666666666666668,32.77777777777778
18,,,35.55555555555556,,30.55555555555556,,31.11111111111111,,33.888888888888886,30.55555555555556,,,,,,31.666666666666668,31.11111111111111,32.06349206349206
19,,,33.333333333333336,,32.77777777777778,31.11111111111111,33.333333333333336,,,32.77777777777778,32.77777777777778,30.55555555555556,,32.22222222222222,,,31.11111111111111,32.22222222222222
20,,,31.11111111111111,32.22222222222222,,33.333333333333336,,,,33.888888888888886,30.55555555555556,30.55555555555556,,31.666666666666668,30.55555555555556,,,31.736111111111114
21,,30.55555555555556,34.44444444444444,33.333333333333336,,30.55555555555556,31.666666666666668,,,,30.55555555555556,,,32.77777777777778,,,,31.984126984126988
22,,,30.55555555555556,,31.11111111111111,,32.77777777777778,,,30.55555555555556,,,,,,,,31.25
23,,30.55555555555556,31.666666666666668,,,,32.77777777777778,32.22222222222222,31.11111111111111,,,,30.55555555555556,,,31.666666666666668,,31.507936507936506
24,,,31.11111111111111,,,,33.888888888888886,35.55555555555556,31.11111111111111,,,,,,,,31.11111111111111,32.55555555555556
25,,,,,,,,30.55555555555556,,31.11111111111111,,,,31.666666666666668,,,33.888888888888886,31.805555555555557
26,,32.22222222222222,,,,,30.55555555555556,30.55555555555556,,,,,30.55555555555556,33.333333333333336,31.666666666666668,,32.22222222222222,31.587301587301592
27,,31.666666666666668,,,32.22222222222222,,31.666666666666668,,,,,,31.666666666666668,,,,31.11111111111111,31.666666666666668
28,,,,31.666666666666668,31.666666666666668,,35.55555555555556,,,,32.77777777777778,,,,,,33.888888888888886,33.111111111111114
29,,,,32.77777777777778,,,,31.11111111111111,,,34.44444444444444,,30.55555555555556,31.11111111111111,,,32.22222222222222,32.03703703703704
30,,,,,,,,,30.55555555555556,,35.0,,33.888888888888886,32.77777777777778,33.333333333333336,31.11111111111111,32.77777777777778,32.77777777777777
31,,32.22222222222222,33.333333333333336,,,32.22222222222222,30.55555555555556,,,,,31.666666666666668,36.11111111111112,,32.77777777777778,,,32.41421568627451
32,,,36.11111111111112,,32.77777777777778,30.55555555555556,33.888888888888886,,,,,33.888888888888886,34.44444444444444,,33.888888888888886,,,33.65079365079365
33,31.666666666666668,,37.22222222222222,,,,32.22222222222222,,32.77777777777778,,31.666666666666668,33.888888888888886,35.55555555555556,,31.666666666666668,,,33.333333333333336
34,,30.55555555555556,37.77777777777778,32.22222222222222,,,34.44444444444444,,,,36.66666666666666,31.666666666666668,36.11111111111112,31.11111111111111,,,,33.43500363108206
35,,,33.888888888888886,33.333333333333336,33.333333333333336,,,,,,37.77777777777778,33.888888888888886,37.22222222222222,31.666666666666668,,,31.666666666666668,33.747276688453155
36,,,30.55555555555556,32.22222222222222,31.666666666666668,,,30.55555555555556,,,40.55555555555556,31.666666666666668,37.22222222222222,33.888888888888886,,,33.333333333333336,33.294117647058826
37,,,,31.666666666666668,32.22222222222222,,,32.22222222222222,,31.11111111111111,38.333333333333336,35.0,40.0,32.77777777777778,32.77777777777778,31.666666666666668,32.77777777777778,33.51579520697168
38,,,34.44444444444444,30.55555555555556,30.55555555555556,,,34.44444444444444,32.22222222222222,,34.44444444444444,30.55555555555556,37.77777777777778,,33.888888888888886,31.11111111111111,32.77777777777778,32.82135076252723
39,31.11111111111111,32.22222222222222,36.11111111111112,32.77777777777778,,,,36.11111111111112,,,33.888888888888886,32.22222222222222,,,31.11111111111111,31.666666666666668,32.22222222222222,32.80748663101604
40,32.77777777777778,33.333333333333336,,,30.55555555555556,31.666666666666668,30.55555555555556,35.55555555555556,,,,32.22222222222222,32.22222222222222,31.11111111111111,,,,32.0359477124183
41,,,,,,32.22222222222222,32.22222222222222,31.666666666666668,32.22222222222222,,33.888888888888886,33.888888888888886,32.22222222222222,30.55555555555556,,30.55555555555556,,32.00980392156863
42,,,,,,33.333333333333336,33.333333333333336,,31.666666666666668,32.22222222222222,31.11111111111111,33.888888888888886,31.11111111111111,,30.55555555555556,,30.55555555555556,31.80065359477124
43,,,,,,30.55555555555556,30.55555555555556,,31.11111111111111,30.55555555555556,31.11111111111111,33.333333333333336,32.22222222222222,,33.333333333333336,,,31.597222222222225
44,,,,,31.11111111111111,,31.11111111111111,,,,30.55555555555556,,,31.11111111111111,31.666666666666668,31.11111111111111,35.55555555555556,31.746031746031747
45,,,32.22222222222222,,,,32.77777777777778,33.333333333333336,30.55555555555556,31.11111111111111,35.0,,35.55555555555556,35.0,31.11111111111111,,32.22222222222222,32.7243018419489
46,,32.22222222222222,33.333333333333336,31.11111111111111,,,34.44444444444444,32.22222222222222,32.77777777777778,34.44444444444444,36.66666666666666,30.55555555555556,35.0,35.0,,,33.333333333333336,33.295625942684765
47,,33.333333333333336,33.888888888888886,,,32.22222222222222,36.66666666666666,33.333333333333336,33.888888888888886,30.55555555555556,34.44444444444444,32.77777777777778,37.77777777777778,35.55555555555556,,,32.22222222222222,33.763197586727
48,31.666666666666668,,32.77777777777778,,,32.22222222222222,37.22222222222222,31.666666666666668,33.888888888888886,,35.0,35.0,40.0,36.11111111111112,,31.666666666666668,34.44444444444444,34.14027149321267
49,,,32.77777777777778,,,32.22222222222222,33.333333333333336,32.77777777777778,33.888888888888886,,33.888888888888886,35.0,35.0,35.55555555555556,,36.11111111111112,32.22222222222222,33.6900871459695
50,,,33.333333333333336,,30.55555555555556,32.22222222222222,33.333333333333336,,34.44444444444444,,33.888888888888886,33.888888888888886,,33.888888888888886,,35.0,,33.14052287581699
51,,,31.11111111111111,32.77777777777778,32.22222222222222,33.333333333333336,34.44444444444444,,33.888888888888886,,33.888888888888886,37.77777777777778,,33.333333333333336,,32.77777777777778,32.22222222222222,33.243464052287585
52,,,35.55555555555556,31.11111111111111,31.666666666666668,33.333333333333336,32.22222222222222,,32.77777777777778,30.55555555555556,34.44444444444444,41.11111111111112,,31.11111111111111,,31.11111111111111,34.44444444444444,33.17747611865259
53,,31.11111111111111,36.11111111111112,,,30.55555555555556,,,,,36.66666666666666,38.888888888888886,32.77777777777778,30.55555555555556,34.44444444444444,,36.66666666666666,33.921568627450974
54,,33.333333333333336,,,,,31.11111111111111,,,30.55555555555556,38.333333333333336,36.66666666666666,32.77777777777778,,,31.11111111111111,34.44444444444444,33.1844589687727
55,,33.333333333333336,,,,32.77777777777778,30.55555555555556,30.55555555555556,30.55555555555556,32.77777777777778,37.77777777777778,32.77777777777778,30.55555555555556,,,30.55555555555556,37.77777777777778,32.54084967320262
56,,30.55555555555556,,31.11111111111111,,34.44444444444444,31.666666666666668,31.666666666666668,,32.22222222222222,31.666666666666668,35.0,36.11111111111112,,31.11111111111111,32.22222222222222,35.55555555555556,32.61689291101056
57,,,,31.666666666666668,,35.55555555555556,35.0,34.44444444444444,31.11111111111111,30.55555555555556,30.55555555555556,32.22222222222222,32.77777777777778,,31.666666666666668,,35.0,32.64161220043573
58,,,35.0,,,,35.0,31.666666666666668,,31.11111111111111,34.44444444444444,32.77777777777778,32.77777777777778,30.55555555555556,,32.77777777777778,35.0,32.9263220439691
59,,,35.0,,,,34.44444444444444,,31.11111111111111,,33.888888888888886,38.333333333333336,31.11111111111111,,,31.11111111111111,33.333333333333336,33.541666666666664
60,,,33.333333333333336,,30.55555555555556,,35.55555555555556,,31.11111111111111,30.55555555555556,,35.55555555555556,30.55555555555556,,,32.22222222222222,31.11111111111111,32.07843137254902
61,,,34.44444444444444,,31.11111111111111,,36.11111111111112,33.333333333333336,,31.11111111111111,,36.66666666666666,,,30.55555555555556,32.22222222222222,32.77777777777778,32.92156862745098
62,31.11111111111111,,31.666666666666668,,,,33.888888888888886,32.77777777777778,,,31.11111111111111,36.66666666666666,,32.77777777777778,,,30.55555555555556,32.56944444444444
63,33.333333333333336,,30.55555555555556,,,,,31.11111111111111,,30.55555555555556,32.22222222222222,31.11111111111111,,,,,,31.481481481481485
64,,,,,,,,,,,31.666666666666668,,,,30.55555555555556,,,31.111111111111114
65,,,,,,,,,,,31.666666666666668,,,,30.55555555555556,,,31.111111111111114
66,,,33.888888888888886,,,31.11111111111111,,,,,31.11111111111111,,,,,,,32.03703703703704
67,,,31.11111111111111,,,32.22222222222222,,,,,32.77777777777778,,,,,,,32.03703703703704
68,,,,,,31.11111111111111,,,35.0,,,32.22222222222222,,,,,30.55555555555556,32.22222222222223
69,,,,,,33.333333333333336,,35.0,33.888888888888886,,,37.22222222222222,,,,30.55555555555556,,34.0
70,31.11111111111111,,,,32.77777777777778,31.11111111111111,,30.55555555555556,34.44444444444444,,,37.77777777777778,32.22222222222222,,,,,32.857142857142854
71,33.333333333333336,,30.55555555555556,,31.666666666666668,,,,35.55555555555556,,31.11111111111111,32.77777777777778,34.44444444444444,,,,,32.77777777777778
72,35.0,,33.333333333333336,,,30.55555555555556,,,,,,30.55555555555556,31.666666666666668,,,33.888888888888886,35.55555555555556,32.93650793650794
73,33.333333333333336,31.666666666666668,32.77777777777778,,,,,31.666666666666668,32.77777777777778,,33.333333333333336,30.55555555555556,,31.11111111111111,,34.44444444444444,33.888888888888886,32.32917409387997
74,,32.22222222222222,,,,31.666666666666668,,,31.11111111111111,,34.44444444444444,,,,,31.666666666666668,,32.22222222222222
75,,31.11111111111111,,31.11111111111111,,32.77777777777778,,,32.22222222222222,,32.22222222222222,,,,,32.77777777777778,,32.03703703703704
76,,,,,31.666666666666668,30.55555555555556,,,,,,,,,,31.666666666666668,,31.2962962962963
77,,,,,,,30.55555555555556,,,,,,,,32.22222222222222,33.888888888888886,,32.22222222222222
78,31.666666666666668,31.11111111111111,,,31.666666666666668,,32.22222222222222,31.666666666666668,,,31.11111111111111,30.55555555555556,,31.11111111111111,34.44444444444444,,,31.728395061728392
79,31.666666666666668,30.55555555555556,,,31.666666666666668,,35.0,34.44444444444444,,,30.55555555555556,,,,35.55555555555556,,,32.77777777777778
80,,31.666666666666668,,,,,33.333333333333336,33.333333333333336,,,33.888888888888886,,31.11111111111111,,,,32.22222222222222,32.592592592592595
81,,33.333333333333336,,,,,31.11111111111111,,,,35.0,,36.66666666666666,,,30.55555555555556,32.77777777777778,33.24074074074074
82,,31.666666666666668,,,,,32.77777777777778,30.55555555555556,30.55555555555556,,34.44444444444444,30.55555555555556,37.77777777777778,,,32.22222222222222,32.77777777777778,32.59259259259259
83,,30.55555555555556,,,,,34.44444444444444,,,,35.55555555555556,32.77777777777778,36.66666666666666,,,31.666666666666668,,33.169934640522875
84,,,32.22222222222222,31.666666666666668,,,30.55555555555556,,30.55555555555556,,36.11111111111112,30.55555555555556,32.22222222222222,,,34.44444444444444,,32.29166666666667
85,,,35.0,32.77777777777778,,30.55555555555556,30.55555555555556,,,30.55555555555556,37.77777777777778,30.55555555555556,33.333333333333336,33.333333333333336,,,,32.529411764705884
86,32.22222222222222,,35.0,33.333333333333336,,32.77777777777778,,30.55555555555556,31.11111111111111,31.666666666666668,33.888888888888886,,31.11111111111111,33.888888888888886,31.11111111111111,,,32.29575163398693
87,31.666666666666668,32.22222222222222,36.11111111111112,33.888888888888886,,32.22222222222222,,33.333333333333336,33.888888888888886,31.666666666666668,34.44444444444444,,,33.333333333333336,30.55555555555556,,,32.86492374727669
88,,33.888888888888886,34.44444444444444,31.666666666666668,,,,36.11111111111112,33.888888888888886,,37.77777777777778,,32.22222222222222,,,,30.55555555555556,33.44952795933189
89,,35.0,30.55555555555556,,,32.22222222222222,31.666666666666668,33.333333333333336,32.22222222222222,,37.22222222222222,32.77777777777778,35.55555555555556,30.55555555555556,,,,32.875816993464056
90,,32.22222222222222,31.11111111111111,30.55555555555556,,,30.55555555555556,,31.11111111111111,,33.333333333333336,30.55555555555556,39.44444444444444,30.55555555555556,,,,32.160493827160494
91,,35.0,31.666666666666668,32.77777777777778,,31.11111111111111,,,,30.55555555555556,,,35.0,,,30.55555555555556,,32.11192810457516
